Age,Gender,House_size,State,Time,Y_Actual,state_impact,spend,Y_RN
53,1,2347,NY,10:46.1,0,5,0.351806484,0.77
58,0,2859,IL,20:26.2,0,1,0.846372696,0.57
43,1,1152,TX,02:08.0,0,1,0.42078945,0.57
44,1,1931,FL,16:11.6,1,1,0.310817809,0.29
57,0,1155,NY,47:00.8,0,5,0.136145138,0.92
40,0,1487,NY,24:06.0,0,5,0.480307212,0.23
45,0,2684,CA,45:44.8,0,5,0.678205584,0.07
60,0,619,IL,31:45.4,0,1,0.911461903,0.53
44,1,1440,FL,26:40.3,0,1,0.51710431,0.84
54,0,2806,CA,44:37.3,0,5,0.872799744,0.49
51,0,2262,FL,23:25.2,0,1,0.1397113,0.35
54,0,2244,IL,01:15.6,0,1,0.793832669,0.38
53,1,402,FL,29:15.8,0,1,0.708016381,0.64
52,0,2988,CA,53:00.4,0,5,0.906183477,0.43
52,0,2831,CA,05:58.0,0,5,0.447530522,0.41
51,1,642,FL,33:53.7,0,1,0.077890135,0.97
51,1,2639,CA,44:27.5,1,5,0.168679379,0.41
48,0,1422,CA,33:05.9,0,5,0.551031676,0.54
55,1,1606,CA,43:34.3,0,5,0.893404215,0.91
53,0,1381,CA,36:33.6,0,5,0.647157797,0.23
53,1,2163,CA,21:44.2,0,5,0.073116039,0.66
57,1,1311,FL,25:18.5,1,1,0.597436901,0.61
59,0,1550,FL,45:50.6,0,1,0.986745674,0.21
60,0,2844,TX,37:29.1,0,1,0.710353209,0.33
51,1,1621,FL,46:59.0,0,1,0.897893226,0.63
54,1,687,NY,37:07.1,1,5,0.14877798,0.24
42,1,2122,NY,25:08.0,0,5,0.022033578,0.33
54,1,533,TX,07:09.5,1,1,0.809958736,0.3
53,1,2255,CA,50:47.6,0,5,0.242104545,0.65
42,0,636,CA,34:47.4,0,5,0.863475094,0.69
54,1,662,NY,33:26.5,0,5,0.625449679,0.63
44,0,2176,FL,14:23.4,0,1,0.384875583,0.36
41,1,1936,CA,29:55.5,0,5,0.477806818,0.96
44,0,1987,CA,00:59.2,0,5,0.299538295,0.45
48,0,2622,CA,31:17.5,0,5,0.393739359,0.95
43,0,1724,CA,30:54.0,0,5,0.329298368,0.78
55,0,1697,CA,02:59.7,0,5,0.119358885,0.81
50,1,1963,TX,42:13.6,1,1,0.773454786,0.09
53,1,981,CA,54:25.4,0,5,0.11920967,0.64
47,1,2865,TX,49:26.9,1,1,0.170780453,0.1
54,1,1031,NY,45:50.5,0,5,0.91658393,0.72
41,0,1760,TX,18:21.4,0,1,0.742795744,0.45
55,1,1173,CA,28:18.6,1,5,0.827284224,0.05
44,1,2784,FL,47:29.8,1,1,0.754466401,0.14
52,1,1465,CA,31:57.4,1,5,0.798244745,0.11
48,0,1494,FL,09:27.8,0,1,0.077661441,0.53
50,0,1934,TX,12:48.3,0,1,0.928730765,0.39
59,1,2518,CA,54:36.1,1,5,0.859744596,0.36
56,1,2849,TX,18:59.4,1,1,0.659576739,0.2
52,0,2597,CA,42:23.9,0,5,0.038601219,0.54
42,1,2494,IL,20:42.9,1,1,0.359295818,0.02
60,0,1108,FL,24:40.5,0,1,0.444382001,1
50,0,1719,FL,10:48.0,0,1,0.347923572,0.97
41,0,2638,IL,48:42.2,0,1,0.019995463,0.29
57,0,1239,IL,44:10.5,0,1,0.653626483,0.52
42,0,2224,TX,44:01.0,0,1,0.696180517,0.54
58,1,1007,FL,49:31.2,0,1,0.587354834,0.78
51,0,2341,IL,17:33.4,0,1,0.873791511,0.01
41,1,727,NY,19:11.2,0,5,0.265580023,0.78
57,0,1131,CA,05:50.1,0,5,0.022538471,0.46
59,1,2480,FL,45:03.3,1,1,0.684164033,0.48
51,1,1459,CA,09:51.6,1,5,0.32470486,0.41
40,0,835,TX,11:44.6,0,1,0.99630956,0.26
44,1,2847,CA,50:42.5,0,5,0.235596757,0.81
41,0,2293,CA,13:06.0,0,5,0.298394591,0.61
54,0,2315,CA,08:05.8,0,5,0.88552624,0.31
59,0,2577,CA,14:20.4,0,5,0.482570738,0.02
42,0,632,CA,52:35.2,0,5,0.738355656,0.28
48,1,539,NY,38:50.6,0,5,0.516181618,0.47
40,0,2680,CA,59:49.2,0,5,0.234832924,0.95
43,1,2796,IL,17:01.6,1,1,0.363627952,0.24
47,1,626,IL,18:22.7,1,1,0.967693171,0.11
41,0,2439,CA,47:51.5,0,5,0.596172106,0.71
41,1,588,FL,07:10.9,0,1,0.266421886,0.94
52,0,2222,FL,56:47.2,0,1,0.201490627,0.16
47,0,608,NY,07:27.4,0,5,0.47476158,0.13
60,0,2140,NY,10:06.1,0,5,0.610590346,0.29
60,0,2997,CA,29:18.9,0,5,0.246367742,0.64
53,1,2750,NY,23:50.6,1,5,0.439024461,0.18
42,1,2814,IL,51:12.3,1,1,0.057007113,0.01
47,1,2432,FL,59:23.9,0,1,0.28882902,0.88
43,1,818,TX,48:23.4,0,1,0.786493587,0.58
46,1,2976,CA,41:41.0,1,5,0.573130748,0.01
40,1,1932,TX,36:31.5,0,1,0.160272181,0.74
43,1,2975,TX,42:09.1,1,1,0.808580611,0.04
54,0,546,CA,24:55.1,0,5,0.736904741,0.53
58,0,2014,FL,21:12.6,0,1,0.96001221,0.86
57,1,1795,CA,34:21.1,1,5,0.738810001,0.08
41,0,917,CA,49:05.6,0,5,0.516627821,0.83
51,0,1082,FL,33:31.6,0,1,0.147907603,0.33
58,1,1016,IL,09:09.9,1,1,0.679801484,0.46
59,0,1644,TX,26:27.3,0,1,0.619381596,0.22
59,1,2023,CA,35:31.5,1,5,0.589851235,0.63
46,0,474,TX,55:04.9,0,1,0.093743557,0.48
52,0,2397,NY,43:24.4,0,5,0.526804378,0.43
56,0,1982,CA,53:04.9,0,5,0.33581549,0.81
52,1,1290,NY,34:29.6,0,5,0.705784035,0.62
43,0,2666,CA,30:09.4,0,5,0.377969576,0.69
46,1,611,CA,54:01.4,1,5,0.141040938,0.13
52,1,1152,TX,39:25.4,1,1,0.065699492,0.48
59,1,2390,FL,06:31.4,0,1,0.774370088,0.89
60,0,2335,CA,34:22.6,0,5,0.675393125,0.25
48,1,2512,TX,03:17.4,1,1,0.922437731,0.13
58,0,2374,CA,44:22.7,0,5,0.365866797,0.64
57,1,774,CA,35:13.5,1,5,0.721462546,0.67
40,0,1898,TX,32:54.6,0,1,0.616194055,0.11
41,0,657,CA,22:23.4,0,5,0.807160591,0.14
56,0,939,CA,50:58.9,0,5,0.082546988,0.04
41,0,1038,FL,30:30.3,0,1,0.899203076,0.62
57,1,2725,NY,49:49.3,1,5,0.496899673,0.07
58,0,866,FL,45:26.8,0,1,0.099616115,0.75
47,0,2769,CA,20:41.6,0,5,0.180841286,0.18
47,0,2107,IL,21:45.1,0,1,0.694449044,0.63
41,1,1497,TX,28:16.6,1,1,0.88064705,0.12
52,0,2917,FL,27:55.3,0,1,0.202834889,0.12
47,1,2313,FL,17:41.1,0,1,0.441661246,0.6
44,0,418,FL,04:37.0,0,1,0.601719531,0.57
41,0,1504,NY,37:38.8,0,5,0.252547186,0.5
51,1,2236,NY,48:35.1,0,5,0.358924676,0.79
42,1,2640,NY,43:10.9,1,5,0.696374199,0.17
46,1,2942,CA,40:05.3,1,5,0.839988434,0.37
50,1,1200,IL,19:19.1,0,1,0.110829633,0.59
59,0,2366,TX,47:12.4,0,1,0.430725871,0.7
57,0,1734,TX,17:18.2,0,1,0.55733735,0.49
52,1,2197,FL,26:37.1,1,1,0.181557278,0.54
41,1,2609,TX,52:27.2,0,1,0.575418734,0.47
48,0,1395,TX,24:59.6,0,1,0.11397567,0.83
55,1,1826,FL,02:30.3,0,1,0.336423633,0.69
45,1,1547,TX,14:08.0,0,1,0.20692537,0.67
43,1,2974,CA,19:31.7,0,5,0.046968112,0.43
47,0,1550,TX,04:24.7,0,1,0.924577595,0.34
44,0,453,FL,02:40.1,0,1,0.532313199,0.49
45,1,1189,TX,29:40.9,0,1,0.132907422,0.4
45,0,2187,TX,58:54.1,0,1,0.585557494,0.41
56,0,945,NY,23:05.9,0,5,0.366220176,0.65
59,0,816,TX,33:05.3,0,1,0.304016553,0.75
59,0,2908,TX,08:43.4,0,1,0.9706667,0.27
56,1,433,CA,47:49.3,1,5,0.217356076,0.41
54,0,1912,CA,39:46.9,0,5,0.464094011,0.63
55,1,1295,TX,31:40.1,1,1,0.49412618,0.09
41,1,2070,TX,27:50.6,0,1,0.046334898,0.35
45,0,438,TX,41:58.7,0,1,0.687999144,0.13
56,1,2087,TX,03:46.3,1,1,0.453314373,0.12
55,0,2018,NY,22:54.0,0,5,0.56096825,0.64
49,1,2020,TX,27:04.3,0,1,0.394214439,0.66
52,0,404,TX,44:56.8,0,1,0.259867794,0.46
54,0,1988,FL,43:57.9,0,1,0.444817632,0.28
59,0,1652,NY,54:09.6,0,5,0.622527349,0.48
59,0,1602,CA,28:58.9,0,5,0.486433848,0.08
41,1,2090,CA,26:36.2,0,5,0.127581322,0.68
56,1,2787,CA,17:47.1,0,5,0.808174107,0.66
59,0,517,TX,56:06.2,0,1,0.121878859,0.5
45,0,1907,TX,05:30.6,0,1,0.048022361,0.6
53,0,835,TX,55:49.8,0,1,0.870449707,0.97
48,0,2281,NY,58:20.9,0,5,0.099721037,0.54
47,0,1330,NY,08:45.5,0,5,0.409420389,0.59
56,0,2305,FL,15:54.2,0,1,0.613658173,0.99
45,0,1329,IL,27:48.3,0,1,0.337079501,0.22
51,0,2216,CA,15:59.9,1,5,0.680102257,0
44,0,2234,FL,17:27.0,0,1,0.701943463,0.71
53,0,1635,CA,36:18.3,0,5,0.507884654,0.16
48,1,2970,CA,06:15.3,0,5,0.97579148,0.8
41,0,952,CA,31:04.2,0,5,0.921223026,0.83
58,0,2807,TX,57:28.0,0,1,0.037077216,0.21
50,1,1645,CA,33:33.3,1,5,0.732756698,0.19
59,1,861,FL,11:38.1,0,1,0.671487542,0.82
41,0,2422,CA,10:07.4,0,5,0.081824537,0.89
60,1,2538,TX,03:01.7,1,1,0.93223952,0.3
59,1,629,FL,39:23.9,1,1,0.296996835,0.25
55,1,1069,IL,44:40.6,0,1,0.670210316,0.86
47,0,728,FL,05:29.8,0,1,0.046280331,0.12
60,0,1957,CA,59:59.7,0,5,0.902914539,0.05
53,0,1128,FL,10:19.0,0,1,0.325060616,0.5
56,1,815,TX,11:26.2,0,1,0.137599228,0.8
60,0,591,FL,34:19.9,0,1,0.14528899,0.68
56,0,2248,TX,29:48.1,0,1,0.878222327,0.6
60,1,444,CA,41:24.0,1,5,0.481529827,0.47
51,0,1421,CA,30:56.1,0,5,0.013321591,0.87
44,0,1250,FL,41:52.9,0,1,0.457646324,0.4
41,0,667,IL,20:10.2,0,1,0.766115312,0.54
45,1,734,IL,28:21.9,0,1,0.734891716,0.42
50,1,1466,IL,19:58.1,0,1,0.23705794,0.6
51,1,729,IL,06:31.5,1,1,0.736586276,0.24
46,0,1697,TX,30:01.6,0,1,0.763707511,0.97
55,0,2756,TX,03:10.2,0,1,0.753250702,0.43
53,0,2262,TX,17:19.4,0,1,0.156632433,0.82
41,1,1148,IL,01:39.5,0,1,0.165212331,0.41
50,1,2122,CA,21:20.4,0,5,0.032355499,0.71
56,0,1354,CA,24:05.1,0,5,0.277126594,0.5
56,1,2426,CA,42:02.9,1,5,0.244819101,0.53
57,0,2784,CA,14:06.5,0,5,0.296674355,0.72
45,1,1896,CA,47:54.5,1,5,0.121248288,0.06
60,0,2922,CA,35:53.0,0,5,0.139562718,0.99
55,0,2358,CA,16:56.7,0,5,0.318459899,0.57
50,1,1779,CA,30:53.3,0,5,0.740221744,0.96
50,1,2064,IL,30:05.6,0,1,0.103578361,0.82
50,0,1855,NY,34:36.6,0,5,0.015883937,0.97
40,0,2281,CA,00:20.8,0,5,0.711364827,0.75
47,1,2864,TX,12:42.9,1,1,0.609465442,0.31
46,0,2978,CA,37:03.3,0,5,0.227409674,0.73
56,0,1541,NY,39:20.3,0,5,0.123847119,0.61
58,0,1634,CA,35:07.1,0,5,0.647913546,0.52
52,1,907,CA,25:15.4,1,5,0.56209598,0.28
47,1,1603,NY,54:23.6,1,5,0.827790114,0.03
56,1,447,TX,22:13.1,0,1,0.08220947,0.67
52,1,1411,NY,48:43.3,0,5,0.100190558,0.57
45,1,2675,CA,41:46.5,0,5,0.01129558,0.43
48,0,2211,IL,28:40.6,0,1,0.215715256,0.76
51,1,1282,TX,20:09.0,0,1,0.464612627,0.89
41,1,2173,FL,29:13.6,1,1,0.029207221,0.12
57,0,2451,TX,31:53.8,0,1,0.807679148,0.48
51,1,534,FL,42:42.6,1,1,0.508149186,0.4
57,1,1093,FL,04:53.0,1,1,0.131624097,0.39
46,0,2318,IL,45:59.3,0,1,0.823184699,0.91
48,1,459,FL,24:45.2,0,1,0.62213032,0.86
49,1,2418,NY,25:41.5,0,5,0.556259016,0.7
48,1,2236,CA,37:32.0,0,5,0.085138633,0.71
55,0,1229,TX,18:20.4,0,1,0.68496635,0.2
55,1,1908,CA,56:51.6,1,5,0.289682227,0.58
47,1,1233,TX,01:27.6,1,1,0.924116757,0.4
48,0,2763,CA,51:24.3,0,5,0.282328581,0.92
57,1,422,NY,10:56.1,0,5,0.721385444,0.85
41,0,674,CA,41:46.6,0,5,0.825154032,0.08
53,1,951,FL,03:12.6,1,1,0.803065804,0.3
42,0,1129,IL,37:29.5,0,1,0.36393106,0.73
43,1,1331,CA,51:27.6,0,5,0.867199397,0.91
50,1,1740,IL,48:44.1,0,1,0.64982366,0.59
57,0,2059,IL,14:16.0,0,1,0.837795265,0.17
58,0,2976,NY,26:33.1,0,5,0.843782407,0.36
55,1,1644,FL,21:53.7,0,1,0.899482355,0.63
56,0,792,CA,00:54.5,0,5,0.199655489,0.72
56,0,1565,FL,20:45.7,0,1,0.534814168,0.51
54,0,787,IL,56:32.1,0,1,0.96603616,0.38
60,0,1360,TX,57:13.0,0,1,0.896352126,0.94
59,1,600,CA,21:07.0,1,5,0.306183241,0.02
59,1,2440,TX,55:58.5,0,1,0.296251225,0.93
40,1,2149,TX,03:17.0,0,1,0.431135493,0.4
40,1,1959,FL,57:42.7,1,1,0.647728217,0.2
47,1,677,CA,54:55.5,1,5,0.57920511,0.12
54,1,544,TX,20:19.8,0,1,0.470421935,0.79
59,0,993,IL,44:39.2,0,1,0.606459106,0.33
47,0,2396,TX,34:37.4,0,1,0.550510614,0.66
43,0,1145,IL,34:34.7,0,1,0.841609125,0.65
52,0,1359,TX,56:58.2,0,1,0.894247222,0.09
51,1,1524,TX,25:01.1,0,1,0.30162103,0.55
54,0,2538,CA,13:29.8,0,5,0.038413701,0.12
53,1,1565,CA,36:17.4,1,5,0.180823964,0.27
47,0,991,IL,34:26.9,0,1,0.519642051,0.93
50,0,1510,NY,37:17.8,0,5,0.928212327,0.73
42,1,1593,FL,25:14.3,0,1,0.643414198,0.34
41,0,451,FL,25:58.5,0,1,0.645229516,0.78
48,0,2710,CA,47:29.9,0,5,0.194416658,0.72
56,1,2495,IL,06:40.7,0,1,0.819780279,0.82
53,0,2407,CA,20:45.8,0,5,0.28731441,0.65
58,0,2052,CA,25:02.6,0,5,0.694075735,0.29
57,0,1118,TX,08:49.5,0,1,0.756971568,0.52
59,1,2729,TX,49:09.9,1,1,0.035365921,0.05
56,1,1340,NY,32:38.5,0,5,0.723242361,0.93
45,0,1952,CA,04:47.6,0,5,0.866577061,0.64
46,1,1223,IL,34:42.2,0,1,0.830760983,0.82
60,0,1729,TX,20:05.3,0,1,0.082587173,0.35
45,0,911,TX,57:01.9,0,1,0.072194493,0.06
57,1,2574,IL,50:28.7,0,1,0.612013273,0.91
48,0,2730,FL,49:26.9,0,1,0.788237499,0.76
47,1,1515,TX,14:31.3,0,1,0.431293688,0.54
41,1,2974,TX,20:44.0,1,1,0.383088792,0.22
51,0,2107,CA,01:30.5,0,5,0.451276131,0.75
49,0,2851,FL,04:32.5,0,1,0.173149626,0.74
42,1,2425,NY,55:44.7,0,5,0.063246408,0.79
43,1,1300,CA,21:16.7,0,5,0.819269911,0.36
42,1,1283,IL,40:25.5,1,1,0.888475938,0.24
43,1,559,TX,22:18.5,0,1,0.21491537,0.99
46,0,1787,CA,06:52.0,0,5,0.451978717,0.95
43,1,1211,CA,41:57.1,0,5,0.074841471,0.65
52,1,1506,NY,01:20.7,0,5,0.826095563,0.7
50,0,496,NY,47:41.9,0,5,0.311383974,0.9
50,1,2988,FL,30:04.4,0,1,0.46412125,0.82
54,1,701,CA,28:52.8,1,5,0.188829779,0.41
45,1,1774,CA,17:24.8,1,5,0.785552671,0.09
58,0,2425,TX,44:14.9,0,1,0.776853867,0.45
53,0,930,CA,47:12.8,0,5,0.395794837,0.67
59,1,2167,FL,56:31.6,1,1,0.78036526,0.67
48,0,734,TX,08:17.5,0,1,0.346433454,0.06
58,1,2698,NY,25:48.8,1,5,0.655449598,0.41
60,1,1657,CA,38:27.1,1,5,0.844474484,0.09
51,1,2126,CA,59:38.8,0,5,0.105983498,0.81
46,1,1421,FL,06:03.2,0,1,0.478231333,0.66
45,0,2485,CA,43:57.8,0,5,0.311573835,0.51
47,1,1515,IL,01:46.1,1,1,0.678344684,0.29
45,1,1954,IL,04:48.4,0,1,0.835458994,1
52,0,651,FL,01:03.4,0,1,0.670139174,0.28
48,0,2230,CA,56:19.4,0,5,0.088670897,0.67
40,1,1058,TX,59:10.4,1,1,0.68687541,0.13
45,1,1027,CA,01:20.4,0,5,0.987553875,0.85
53,1,2886,FL,22:12.5,1,1,0.395253473,0.42
44,0,1510,TX,48:37.2,0,1,0.135925953,0.62
48,0,2486,NY,30:38.3,0,5,0.418963733,0.66
59,1,438,FL,21:15.2,1,1,0.110629439,0.04
57,0,1794,TX,51:03.4,0,1,0.743785213,0.08
46,0,2978,CA,32:38.6,0,5,0.945926229,0.16
54,1,875,TX,13:56.0,0,1,0.009816109,0.81
44,0,542,NY,23:52.3,0,5,0.668245543,0.47
43,0,2701,CA,38:00.0,0,5,0.474896605,0.8
52,0,1239,CA,59:39.3,0,5,0.80269473,0.97
45,1,1453,FL,39:26.0,0,1,0.062848132,0.51
54,1,651,IL,05:02.5,1,1,0.061219028,0.28
57,1,1819,IL,26:53.5,1,1,0.368265199,0.06
59,0,2188,NY,38:23.0,0,5,0.099112504,0.86
44,0,2874,FL,59:51.0,0,1,0.603970328,0.28
54,1,1373,NY,03:51.3,1,5,0.708386893,0.18
41,1,2464,CA,09:43.0,1,5,0.567907642,0.26
44,0,1968,CA,23:36.0,0,5,0.564857555,0.37
49,1,2820,TX,50:19.5,0,1,0.178627096,0.59
56,0,1990,IL,55:56.6,0,1,0.839454966,0.48
54,0,2568,TX,58:27.8,0,1,0.927779656,0.36
44,0,500,CA,53:35.8,0,5,0.289133034,0.7
58,0,2301,CA,13:25.4,0,5,0.739799084,0.59
51,1,1830,FL,36:24.8,1,1,0.4207083,0.14
49,0,2065,TX,35:30.3,0,1,0.223396642,0.78
48,0,1958,IL,48:55.4,0,1,0.038276068,0.41
46,0,2769,NY,37:24.3,0,5,0.878420858,0.72
51,0,2238,FL,50:30.1,0,1,0.86361448,0.65
40,1,1905,NY,47:41.7,0,5,0.702082749,0.84
55,1,918,TX,00:05.9,1,1,0.623250827,0.6
47,0,587,FL,18:47.0,0,1,0.600314326,0.29
49,0,938,NY,50:24.0,0,5,0.377811134,0.22
55,0,2614,TX,28:28.3,0,1,0.367578171,0.41
43,0,2666,FL,10:19.5,0,1,0.583955582,0.3
43,0,718,FL,45:05.7,0,1,0.70765944,0.32
49,1,1547,FL,23:24.6,1,1,0.278809613,0.09
59,0,802,CA,17:50.0,0,5,0.084099475,0.38
41,1,2703,CA,48:39.0,0,5,0.683941981,0.5
47,0,1156,CA,07:00.2,0,5,0.672515714,0.98
51,0,980,NY,00:44.7,0,5,0.977389211,0.74
47,1,690,CA,27:08.1,1,5,0.741162278,0.17
50,0,2064,CA,56:47.3,0,5,0.656871047,0.21
56,1,2054,TX,01:58.1,1,1,0.185744561,0.25
60,1,495,IL,51:51.5,1,1,0.227730601,0.45
47,1,1540,CA,22:10.1,0,5,0.188341128,0.62
58,0,1262,CA,36:18.4,0,5,0.296694884,0.54
55,0,2412,TX,43:11.5,0,1,0.484127801,0.43
55,0,2361,TX,06:29.7,0,1,0.145688643,0.35
47,0,2084,TX,18:06.4,0,1,0.331012252,0.21
53,1,1617,CA,42:07.8,1,5,0.117633351,0.46
51,0,2400,IL,12:39.6,0,1,0.918745416,0.09
55,0,2467,TX,11:01.3,0,1,0.363055736,0.78
57,0,2389,CA,43:38.3,0,5,0.95602865,0.57
42,1,2006,FL,23:12.3,0,1,0.221967645,0.49
55,1,1831,CA,24:05.8,1,5,0.994477454,0.54
51,0,718,CA,14:37.9,0,5,0.463731165,0.57
44,0,1970,CA,30:51.6,0,5,0.946459696,0.79
42,0,1688,CA,54:40.9,0,5,0.071115606,0.74
60,0,2003,NY,00:42.7,0,5,0.819388884,0.66
47,1,2892,CA,20:04.7,0,5,0.659240253,0.49
56,1,486,CA,02:07.3,0,5,0.473745535,0.66
43,1,1361,TX,05:33.0,0,1,0.043783461,0.79
50,0,938,NY,27:07.1,0,5,0.299011569,0.56
52,1,1042,NY,56:34.8,0,5,0.578764109,0.57
40,1,1072,CA,19:13.7,1,5,0.217885342,0.24
56,0,1574,TX,23:35.4,0,1,0.55632998,0.65
46,1,882,IL,44:33.1,0,1,0.484835234,0.6
40,0,630,IL,33:17.2,0,1,0.49837008,0.36
46,1,990,FL,13:11.1,1,1,0.213476546,0.22
43,1,2313,FL,46:43.9,0,1,0.91536192,0.54
58,1,1785,TX,10:05.8,1,1,0.830151704,0.15
55,1,415,CA,57:31.3,1,5,0.266092947,0.03
56,1,1981,CA,09:23.9,1,5,0.962391986,0.44
42,0,496,CA,24:24.8,0,5,0.484351514,0.01
45,0,638,NY,50:53.3,0,5,0.09108134,0.19
52,1,930,TX,14:34.3,1,1,0.176785054,0.07
49,1,2390,CA,06:51.1,1,5,0.939653118,0.3
43,1,1167,FL,02:49.9,1,1,0.128765846,0.22
48,1,1772,FL,18:11.2,1,1,0.951856164,0.29
44,1,2193,NY,47:12.9,0,5,0.573226059,0.78
41,0,561,CA,11:52.5,0,5,0.430939054,0.26
41,0,849,NY,57:13.0,0,5,0.273363674,0.75
47,1,2155,NY,15:51.0,1,5,0.248340081,0.1
51,0,2127,IL,17:41.5,0,1,0.125173603,0.8
53,0,1955,FL,24:07.8,0,1,0.760698599,0.42
58,1,1163,CA,38:52.4,1,5,0.206295869,0.2
58,0,681,IL,21:58.6,0,1,0.834059555,0.03
50,1,2450,CA,17:45.2,0,5,0.456679754,0.79
40,0,1271,FL,14:24.0,0,1,0.001963974,0.93
54,1,1196,CA,05:45.6,1,5,0.124376739,0.46
49,1,2201,FL,58:31.5,0,1,0.953535988,0.67
50,0,1433,IL,31:19.1,0,1,0.816264143,0.44
58,1,2358,CA,13:13.5,1,5,0.253409796,0.04
58,0,2585,TX,59:28.1,0,1,0.60866619,0.77
59,0,1663,FL,57:26.7,0,1,0.600325231,0.72
43,0,1042,FL,07:44.4,0,1,0.387657143,0.98
57,0,963,FL,08:12.4,0,1,0.193675101,0.89
51,0,2528,NY,42:36.3,0,5,0.134791795,0.57
52,1,2096,FL,14:13.1,1,1,0.198825502,0.45
43,0,1435,NY,02:56.4,0,5,0.083557739,0.37
51,0,1691,CA,02:24.4,0,5,0.634310594,0.6
51,0,1098,IL,22:20.6,0,1,0.078677305,0.93
46,0,1620,NY,32:08.4,0,5,0.657931131,0.29
56,0,1188,TX,01:08.1,0,1,0.673926476,0.72
40,1,2867,TX,58:19.8,0,1,0.500749392,0.36
59,1,747,FL,49:30.3,1,1,0.256219853,0.44
42,1,2790,TX,53:19.3,1,1,0.18341921,0.09
60,1,1674,IL,40:53.5,1,1,0.83405782,0.12
48,1,1814,TX,16:38.9,0,1,0.133248832,0.79
59,0,531,TX,43:10.4,0,1,0.965642626,0.98
51,1,919,FL,08:47.7,1,1,0.294033525,0.01
46,0,1108,TX,30:57.7,0,1,0.395145879,0.43
46,1,669,TX,52:14.7,0,1,0.16441722,0.91
42,0,1637,TX,26:18.6,0,1,0.108216494,0.61
42,0,1092,IL,09:08.3,0,1,0.477257103,0.54
41,1,1496,TX,43:31.6,0,1,0.859353767,0.66
42,0,1671,CA,10:08.9,0,5,0.342734561,0.62
50,0,2908,FL,13:35.1,0,1,0.766192993,0.54
40,0,636,FL,35:58.4,0,1,0.859437307,0.7
54,1,2196,NY,54:04.4,0,5,0.400349853,1
52,1,1862,TX,39:57.3,0,1,0.073132641,0.76
50,1,2663,TX,43:27.5,1,1,0.963246407,0.01
53,1,1430,FL,12:10.6,1,1,0.23925926,0.3
60,1,2752,NY,33:34.6,1,5,0.302942887,0.65
45,0,2565,IL,27:05.4,0,1,0.213159369,0.5
40,0,2613,NY,02:28.7,0,5,0.637919312,0.7
47,0,2356,TX,28:03.7,0,1,0.038348147,0.35
51,0,616,CA,30:14.1,0,5,0.923335992,0.05
60,1,2053,NY,21:23.4,1,5,0.711745552,0.63
58,1,1281,TX,37:00.6,1,1,0.449782469,0.51
49,0,1238,FL,17:54.8,0,1,0.948178097,0.86
45,0,1901,CA,17:30.2,0,5,0.962999715,0.47
59,1,2047,FL,28:41.3,1,1,0.810133895,0.43
45,1,876,CA,04:39.3,0,5,0.621267854,0.83
43,1,2804,NY,02:46.8,0,5,0.056992125,0.51
58,1,2792,NY,22:32.1,1,5,0.920353261,0.5
40,1,2625,CA,49:06.8,0,5,0.696333615,0.69
46,0,1860,CA,26:41.5,0,5,0.74949546,0.25
43,0,741,IL,04:32.3,0,1,0.290369936,0.05
44,1,697,NY,10:47.5,1,5,0.285217087,0.08
60,1,1331,NY,58:36.3,1,5,0.118139153,0.1
52,0,2985,FL,51:58.4,0,1,0.743567914,0.26
57,0,2802,CA,53:13.3,0,5,0.859327203,0.32
53,1,1844,NY,48:52.8,1,5,0.561324896,0
42,0,1376,NY,18:01.1,0,5,0.022442455,0.03
46,0,2644,NY,27:35.2,0,5,0.348436697,0.15
43,1,475,TX,23:55.5,1,1,0.262969178,0.15
42,0,2487,IL,28:57.7,0,1,0.249308518,0.2
51,0,836,TX,43:53.7,0,1,0.287602823,0.7
59,1,2396,NY,48:23.6,0,5,0.635084269,0.98
43,1,2189,CA,17:11.1,0,5,0.784041115,0.59
40,1,837,CA,17:50.7,0,5,0.234865046,0.84
44,0,887,TX,54:15.8,0,1,0.614178181,0.7
41,0,2997,NY,50:43.8,0,5,0.583307476,0.98
56,0,2976,TX,10:02.5,0,1,0.561577772,0.76
43,0,2037,TX,48:42.7,0,1,0.752625276,0.12
49,0,1120,TX,50:05.2,0,1,0.589160401,0.24
52,0,2212,FL,56:09.5,0,1,0.550958915,0.4
43,0,1505,FL,32:14.1,0,1,0.794769837,0.18
40,1,2647,TX,59:45.4,0,1,0.54901483,0.72
49,0,2515,CA,23:34.8,0,5,0.434845841,0.06
54,0,1424,TX,01:34.1,0,1,0.154143385,0.5
60,0,1838,CA,45:23.9,0,5,0.15574322,0.92
41,0,1341,TX,26:43.9,0,1,0.504086753,0.59
43,1,919,CA,04:02.1,0,5,0.378131125,0.55
59,1,2452,TX,53:48.6,1,1,0.996684444,0.34
40,1,2874,TX,05:13.6,1,1,0.587819862,0.02
44,1,2213,FL,52:05.8,1,1,0.61855642,0.03
59,0,1675,CA,38:14.1,0,5,0.456326422,0.17
55,0,2494,NY,02:22.1,0,5,0.558476789,0.9
43,0,2866,FL,58:05.2,0,1,0.277531238,0.6
54,1,2110,IL,29:05.3,0,1,0.368910789,0.86
51,1,1251,CA,14:43.9,0,5,0.10785192,0.81
55,0,1109,IL,29:29.1,0,1,0.6110949,0.05
58,0,2067,FL,08:33.9,0,1,0.416518244,0.49
